delivery_partner,package_type,vehicle_type,delivery_mode,region,weather_condition,distance_km,package_weight_kg,delivery_rating,delivery_cost,Delivery_Status
dhl,electronics,ev van,express,south,rainy,55.5,20.76,3,389.78,delayed
delhivery,furniture,van,standard,west,rainy,150.6,13.29,5,792.87,delivered
dhl,furniture,truck,express,south,cold,85.6,32.7,2,576.1,delayed
dhl,documents,ev bike,same day,west,clear,95.2,7.03,4,597.09,delivered
fedex,documents,ev van,same day,west,foggy,205.8,15.64,5,1175.92,delivered
ekart,cosmetics,van,standard,east,stormy,97.6,14.86,4,532.58,delivered
fedex,furniture,truck,standard,central,cold,241.1,49.52,5,1354.15,delivered
dhl,pharmacy,scooter,two day,central,foggy,118.5,41.86,3,718.08,delivered
ekart,automobile parts,bike,express,north,rainy,51.9,13.36,2,349.58,delayed
xpressbees,groceries,ev van,express,central,rainy,136.2,32.98,2,829.94,delayed
ekart,fragile items,truck,same day,west,cold,105.7,42.43,5,755.79,delivered
xpressbees,automobile parts,van,standard,east,rainy,96.7,36.35,5,592.55,delivered
ekart,pharmacy,ev bike,express,north,hot,60.7,37.52,5,466.06,delivered
amazon logistics,clothing,ev bike,same day,west,cold,72.7,49.31,3,611.43,delivered
dhl,groceries,ev van,standard,south,hot,226.5,39.45,3,1250.85,delivered
delhivery,electronics,van,two day,north,stormy,229.6,2.07,4,1154.21,delivered
blue dart,cosmetics,bike,same day,north,stormy,127.5,22.02,2,803.56,delayed
amazon logistics,documents,van,two day,north,foggy,87.5,30.9,4,530.2,delivered
amazon logistics,automobile parts,van,same day,south,stormy,187.6,49.52,3,1187.04,delayed
blue dart,pharmacy,scooter,two day,north,hot,198.4,25.57,3,1068.71,delivered
shadowfax,furniture,truck,express,central,hot,165.6,45.94,5,1015.82,delivered
shadowfax,clothing,van,same day,south,clear,226.5,10.09,5,1262.77,delivered
blue dart,electronics,ev van,two day,east,rainy,126.8,20.31,4,694.93,delivered
fedex,cosmetics,bike,two day,west,hot,195.1,11.22,5,1009.16,delivered
xpressbees,cosmetics,ev bike,two day,north,foggy,154.3,36.21,3,880.13,delivered
ecom express,documents,truck,express,south,foggy,96.4,38.31,3,646.93,delayed
amazon logistics,electronics,scooter,same day,north,cold,40.2,12.63,5,338.89,delivered
delhivery,documents,van,same day,east,clear,57.6,32.0,5,484.0,delivered
ekart,cosmetics,ev van,standard,central,cold,147.8,36.12,4,847.36,delivered
dhl,pharmacy,van,express,east,stormy,60.8,49.11,3,501.33,delayed
blue dart,electronics,truck,same day,east,cold,288.8,2.8,3,1552.4,delayed
shadowfax,clothing,truck,same day,north,foggy,109.1,31.92,5,741.26,delivered
delhivery,electronics,ev van,same day,central,hot,47.4,35.95,3,444.85,delivered
blue dart,cosmetics,truck,same day,east,rainy,279.9,19.78,1,1558.84,failed
delhivery,fragile items,ev van,same day,east,hot,251.9,11.45,5,1393.85,delivered
ekart,groceries,ev van,same day,east,rainy,76.1,0.67,5,482.36,delivered
xpressbees,cosmetics,bike,same day,east,cold,200.8,40.92,4,1226.76,delivered
blue dart,electronics,ev van,express,north,stormy,216.9,5.18,1,1150.04,failed
ecom express,pharmacy,ev van,standard,east,hot,148.8,11.66,5,778.98,delivered
ekart,documents,bike,same day,east,cold,176.9,35.44,3,1090.82,delivered
delhivery,fragile items,van,express,west,clear,253.1,36.29,4,1424.37,delivered
dhl,furniture,scooter,two day,east,foggy,147.6,3.79,3,749.37,delivered
xpressbees,fragile items,ev van,two day,central,stormy,137.6,40.72,4,810.16,delivered
delhivery,pharmacy,van,express,west,clear,222.5,30.97,2,1255.41,delayed
delhivery,furniture,scooter,standard,north,clear,283.2,2.88,4,1424.64,delivered
amazon logistics,automobile parts,bike,standard,central,stormy,276.9,42.67,4,1512.51,delivered
shadowfax,automobile parts,ev bike,same day,east,rainy,185.3,32.53,1,1124.09,failed
dhl,furniture,bike,two day,west,foggy,164.1,34.84,3,925.02,delivered
xpressbees,groceries,scooter,two day,south,hot,188.3,48.65,3,1087.45,delivered
amazon logistics,pharmacy,truck,two day,west,hot,18.1,15.4,4,136.7,delivered
dhl,clothing,bike,standard,central,cold,267.1,39.85,5,1455.05,delivered
shadowfax,groceries,scooter,standard,north,clear,12.0,47.24,4,201.72,delivered
delhivery,fragile items,ev van,two day,west,clear,22.6,12.51,4,150.53,delivered
ekart,automobile parts,van,same day,west,clear,12.8,33.34,4,264.02,delivered
shadowfax,groceries,scooter,two day,south,hot,219.0,24.65,3,1168.95,delivered
blue dart,groceries,ev van,two day,south,clear,84.8,34.22,4,526.66,delivered
ecom express,fragile items,bike,same day,east,foggy,123.2,31.12,5,809.36,delivered
ecom express,clothing,scooter,express,east,clear,75.2,24.06,4,498.18,delivered
ekart,electronics,ev van,same day,east,hot,276.8,25.71,2,1561.13,delayed
dhl,electronics,ev bike,same day,central,hot,297.1,8.16,5,1617.48,delivered
blue dart,electronics,van,two day,central,stormy,132.5,45.76,4,799.78,delivered
fedex,fragile items,ev van,two day,central,cold,245.2,18.16,4,1280.48,delivered
blue dart,electronics,truck,standard,east,stormy,76.6,25.39,4,459.17,delivered
dhl,documents,ev bike,two day,west,hot,195.0,28.92,5,1061.76,delivered
fedex,pharmacy,ev van,same day,north,foggy,40.7,17.5,5,356.0,delivered
shadowfax,pharmacy,truck,same day,north,cold,259.3,4.99,3,1411.47,delayed
shadowfax,fragile items,van,express,west,foggy,129.7,6.4,3,717.7,delayed
blue dart,automobile parts,truck,express,west,rainy,217.6,21.67,3,1203.01,delayed
amazon logistics,groceries,bike,two day,north,stormy,192.6,36.18,5,1071.54,delivered
xpressbees,documents,van,standard,west,rainy,234.7,7.9,4,1197.2,delivered
xpressbees,electronics,ev bike,same day,west,hot,114.0,48.07,4,814.21,delivered
fedex,automobile parts,van,two day,west,stormy,181.2,31.93,5,1001.79,delivered
ecom express,groceries,ev bike,two day,east,foggy,183.8,43.11,4,1048.33,delivered
dhl,automobile parts,van,standard,west,clear,60.6,37.25,4,414.75,delivered
amazon logistics,groceries,scooter,standard,west,foggy,56.9,17.78,3,337.84,delivered
blue dart,cosmetics,bike,same day,east,stormy,213.2,32.71,1,1264.13,failed
ekart,pharmacy,truck,standard,east,stormy,70.7,49.52,5,502.6,delivered
fedex,cosmetics,scooter,two day,west,clear,188.4,1.26,3,945.78,delivered
shadowfax,pharmacy,van,two day,north,clear,288.2,49.06,4,1588.18,delivered
xpressbees,documents,truck,two day,central,hot,82.0,47.01,4,551.03,delivered
ekart,electronics,bike,express,central,rainy,263.4,17.03,2,1418.09,delayed
amazon logistics,electronics,van,express,east,cold,158.0,24.7,2,914.1,failed
ekart,groceries,scooter,same day,central,rainy,176.8,21.14,2,1047.42,delayed
fedex,automobile parts,scooter,standard,west,foggy,81.2,22.03,5,472.09,delivered
ecom express,pharmacy,ev van,same day,east,cold,277.8,10.34,2,1520.02,delayed
fedex,cosmetics,ev van,two day,east,clear,213.7,35.4,5,1174.7,delivered
xpressbees,documents,scooter,standard,west,cold,213.1,12.16,4,1101.98,delivered
ecom express,furniture,ev van,standard,south,clear,257.0,7.15,3,1306.45,delivered
ecom express,groceries,scooter,express,east,rainy,34.1,0.67,2,221.43,delayed
fedex,clothing,van,two day,east,rainy,31.1,2.08,4,161.74,delivered
dhl,pharmacy,ev van,express,east,hot,25.7,38.1,5,292.8,delivered
blue dart,groceries,bike,same day,east,stormy,264.7,29.3,2,1511.4,delayed
fedex,groceries,van,two day,north,foggy,270.7,2.01,5,1359.53,delivered
ecom express,pharmacy,ev bike,express,west,stormy,129.1,47.72,2,838.66,delayed
fedex,electronics,ev van,standard,east,stormy,200.2,16.98,3,1051.94,delivered
dhl,automobile parts,ev van,two day,north,hot,254.8,45.44,5,1410.32,delivered
delhivery,documents,ev van,express,south,foggy,108.6,29.53,1,681.59,failed
dhl,cosmetics,ev van,same day,east,cold,79.7,36.7,5,608.6,delivered
ekart,cosmetics,van,two day,west,foggy,290.3,46.6,5,1591.3,delivered
ecom express,clothing,scooter,two day,south,cold,58.5,45.46,5,428.88,delivered
fedex,documents,van,two day,central,hot,150.9,24.13,4,826.89,delivered
blue dart,groceries,bike,express,west,foggy,177.1,3.04,1,944.62,failed
delhivery,fragile items,bike,same day,north,rainy,113.4,48.98,2,813.94,delayed
amazon logistics,pharmacy,ev van,express,north,stormy,148.1,18.93,2,847.29,delayed
ecom express,furniture,scooter,same day,west,clear,242.3,17.41,2,1363.73,delayed
xpressbees,fragile items,truck,express,east,foggy,216.2,33.47,2,1231.41,delayed
blue dart,furniture,scooter,two day,north,stormy,238.8,37.83,5,1307.49,delivered
delhivery,fragile items,truck,two day,central,foggy,85.5,29.9,5,517.2,delivered
blue dart,cosmetics,van,two day,north,clear,80.3,38.27,5,516.31,delivered
xpressbees,clothing,bike,express,east,stormy,75.8,2.76,3,437.28,delayed
xpressbees,groceries,van,two day,north,cold,161.0,42.34,4,932.02,delivered
amazon logistics,electronics,ev bike,standard,central,foggy,49.3,26.85,4,327.05,delivered
delhivery,documents,ev bike,same day,east,foggy,289.6,15.87,2,1595.61,delayed
blue dart,electronics,scooter,standard,west,hot,246.4,10.61,5,1263.83,delivered
ecom express,electronics,scooter,same day,central,clear,295.1,29.9,5,1632.7206,delivered
ecom express,electronics,ev bike,two day,south,cold,74.2,36.7,5,481.1,delivered
xpressbees,cosmetics,van,two day,south,foggy,194.5,38.21,5,1087.13,delivered
delhivery,groceries,bike,express,west,hot,272.2,23.97,2,1482.91,delayed
delhivery,furniture,bike,two day,central,rainy,133.0,7.39,5,687.17,delivered
delhivery,cosmetics,van,standard,north,rainy,145.9,23.61,3,800.33,delivered
xpressbees,fragile items,scooter,same day,east,hot,13.1,23.98,4,237.44,delivered
amazon logistics,furniture,bike,express,south,rainy,287.2,0.92,2,1488.76,delayed
shadowfax,furniture,ev bike,standard,north,hot,222.8,26.94,3,1194.82,delivered
ekart,pharmacy,van,two day,north,hot,290.0,29.57,5,1538.71,delivered
xpressbees,groceries,ev bike,two day,east,hot,67.6,34.15,5,440.45,delivered
delhivery,groceries,bike,standard,north,hot,232.0,2.81,5,1168.43,delivered
amazon logistics,documents,van,express,west,foggy,63.3,11.12,2,399.86,delayed
ecom express,clothing,van,same day,north,cold,46.4,29.39,4,420.17,delivered
xpressbees,clothing,truck,standard,east,cold,275.1,39.7,5,1494.6,delivered
amazon logistics,pharmacy,ev van,express,south,foggy,39.3,8.66,5,272.48,delivered
shadowfax,fragile items,van,standard,east,clear,201.9,19.55,3,1068.15,delivered
fedex,groceries,van,standard,north,clear,125.4,26.51,3,706.53,delivered
ekart,electronics,ev van,standard,north,foggy,279.1,26.1,5,1473.8,delivered
ecom express,pharmacy,van,same day,south,clear,155.3,30.92,5,969.26,delivered
xpressbees,automobile parts,van,same day,west,cold,192.5,23.99,4,1134.47,delivered
blue dart,furniture,bike,express,east,foggy,228.8,25.86,1,1271.58,failed
ecom express,electronics,ev bike,standard,south,foggy,106.1,11.82,4,565.96,delivered
delhivery,electronics,bike,two day,east,stormy,282.0,1.58,4,1414.74,delivered
shadowfax,furniture,scooter,same day,central,cold,23.2,41.33,4,339.99,delivered
blue dart,fragile items,van,two day,central,stormy,39.5,21.15,5,260.95,delivered
shadowfax,electronics,van,two day,east,hot,200.4,15.43,3,1048.29,delivered
dhl,cosmetics,bike,same day,east,stormy,131.0,45.38,2,891.14,delayed
dhl,fragile items,truck,standard,south,foggy,103.3,18.26,5,571.28,delivered
xpressbees,electronics,ev van,two day,west,clear,227.1,32.15,5,1231.95,delivered
xpressbees,clothing,bike,standard,central,hot,230.4,3.05,3,1161.15,delivered
dhl,electronics,van,same day,central,foggy,261.0,21.29,2,1468.87,delayed
ecom express,pharmacy,truck,standard,south,cold,52.8,5.85,4,281.55,delivered
fedex,clothing,scooter,two day,west,clear,243.5,49.52,4,1367.2,delivered
blue dart,automobile parts,truck,two day,north,cold,202.6,38.99,5,1129.97,delivered
delhivery,electronics,van,two day,north,hot,256.0,15.59,5,1326.77,delivered
blue dart,pharmacy,bike,express,west,rainy,179.0,46.13,2,1083.39,delayed
xpressbees,fragile items,ev van,same day,east,stormy,264.8,47.78,3,1567.34,delayed
fedex,clothing,ev van,standard,south,hot,232.9,17.78,5,1217.84,delivered
dhl,documents,van,two day,east,hot,279.5,28.98,4,1484.44,delivered
fedex,fragile items,bike,standard,east,rainy,194.8,21.29,5,1037.87,delivered
amazon logistics,electronics,bike,two day,south,hot,124.3,41.07,5,744.71,delivered
shadowfax,groceries,ev van,standard,east,clear,119.7,1.61,4,603.33,delivered
delhivery,documents,ev van,express,north,clear,122.5,2.08,5,668.74,delivered
delhivery,electronics,van,same day,west,foggy,203.9,48.38,3,1264.64,delayed
fedex,furniture,ev van,two day,central,clear,101.2,27.88,4,589.64,delivered
dhl,furniture,scooter,same day,east,stormy,4.2,18.49,4,176.47,delivered
amazon logistics,groceries,van,express,west,rainy,30.5,24.51,2,276.03,delayed
shadowfax,fragile items,bike,express,west,rainy,238.9,39.9,3,1364.2,delayed
xpressbees,electronics,truck,same day,east,stormy,277.0,9.35,1,1513.05,failed
shadowfax,groceries,ev bike,express,central,cold,22.4,23.14,2,231.42,delayed
dhl,clothing,ev van,standard,south,clear,98.3,40.61,4,613.33,delivered
shadowfax,cosmetics,ev bike,same day,west,rainy,158.5,21.51,5,957.03,delivered
shadowfax,pharmacy,truck,express,south,foggy,230.5,39.47,3,1320.91,delayed
xpressbees,cosmetics,ev bike,two day,south,clear,209.6,32.51,3,1145.53,delivered
blue dart,electronics,truck,standard,east,rainy,296.8,17.15,4,1535.45,delivered
shadowfax,furniture,van,same day,west,foggy,175.8,47.09,1,1120.27,failed
ekart,electronics,truck,two day,east,foggy,126.8,28.86,4,720.58,delivered
amazon logistics,documents,scooter,two day,central,stormy,272.9,31.0,3,1457.5,delivered
amazon logistics,automobile parts,bike,same day,south,cold,89.9,6.54,3,569.12,delivered
shadowfax,cosmetics,ev bike,two day,east,rainy,64.0,19.94,4,379.82,delivered
ecom express,electronics,van,express,east,rainy,82.1,17.86,2,514.08,delayed
fedex,groceries,ev van,express,west,cold,93.7,5.47,3,534.91,delivered
delhivery,fragile items,bike,two day,east,foggy,144.3,13.61,4,762.33,delivered
shadowfax,clothing,van,standard,east,clear,87.5,28.99,4,524.47,delivered
xpressbees,cosmetics,scooter,two day,north,cold,255.7,42.66,4,1406.48,delivered
delhivery,documents,ev van,same day,north,stormy,297.1,48.4,2,1632.7206,delayed
delhivery,furniture,van,same day,north,cold,289.5,44.72,2,1632.7206,delayed
ekart,fragile items,truck,standard,west,cold,205.0,18.06,5,1079.18,delivered
amazon logistics,cosmetics,bike,same day,south,stormy,210.5,41.08,3,1275.74,delayed
fedex,documents,truck,express,east,hot,16.4,42.28,4,258.84,delivered
ecom express,electronics,van,standard,east,clear,146.6,48.54,5,878.62,delivered
amazon logistics,documents,truck,same day,south,stormy,181.0,44.24,3,1137.72,delivered
fedex,groceries,truck,two day,north,clear,274.3,5.66,4,1388.48,delivered
xpressbees,clothing,bike,same day,east,clear,26.9,43.96,5,366.38,delivered
ekart,fragile items,bike,standard,south,hot,154.0,0.73,3,772.19,delivered
delhivery,electronics,bike,express,east,clear,130.2,25.49,2,777.47,delayed
dhl,furniture,scooter,same day,west,clear,46.1,35.61,4,437.33,delivered
shadowfax,automobile parts,ev bike,same day,west,foggy,287.9,28.89,3,1626.17,delayed
blue dart,groceries,scooter,same day,east,foggy,275.9,21.27,1,1543.31,failed
blue dart,furniture,ev van,standard,central,cold,44.4,41.63,4,346.89,delivered
delhivery,electronics,bike,two day,central,hot,74.7,25.13,4,448.89,delivered
xpressbees,cosmetics,truck,standard,west,clear,171.9,40.31,3,980.43,delivered
ecom express,automobile parts,ev bike,two day,central,clear,77.4,3.69,3,398.07,delivered
amazon logistics,cosmetics,bike,express,central,cold,204.0,8.15,3,1094.45,delivered
dhl,clothing,truck,two day,central,hot,240.3,30.4,5,1292.7,delivered
shadowfax,groceries,bike,standard,north,hot,126.2,28.72,4,717.16,delivered
ecom express,cosmetics,ev bike,same day,west,rainy,287.4,9.07,2,1564.21,delayed
shadowfax,fragile items,van,two day,north,cold,46.0,44.34,5,363.02,delivered
ekart,groceries,ev van,two day,south,foggy,61.9,6.52,4,329.06,delivered
dhl,automobile parts,truck,express,west,clear,217.1,8.53,3,1161.09,delayed
xpressbees,clothing,scooter,express,east,cold,161.5,38.07,1,971.71,failed
fedex,cosmetics,bike,two day,west,clear,187.4,17.39,5,989.17,delivered
amazon logistics,furniture,bike,same day,south,clear,162.2,20.17,3,971.51,delivered
amazon logistics,cosmetics,bike,two day,central,foggy,260.8,49.52,3,1453.52,delivered
delhivery,pharmacy,scooter,standard,south,hot,115.0,22.23,4,641.69,delivered
xpressbees,groceries,ev bike,express,west,stormy,19.1,5.15,2,160.95,delayed
dhl,fragile items,van,express,west,clear,205.7,46.21,1,1217.13,failed
fedex,fragile items,bike,express,north,cold,153.8,28.82,2,905.46,delayed
ekart,fragile items,bike,two day,central,stormy,184.2,12.36,4,958.08,delivered
dhl,electronics,van,two day,west,cold,71.3,4.45,4,369.85,delivered
ekart,groceries,scooter,same day,north,stormy,237.0,21.71,3,1350.13,delayed
delhivery,cosmetics,ev bike,standard,south,rainy,19.9,46.5,5,239.0,delivered
amazon logistics,fragile items,van,express,north,clear,60.0,25.22,2,425.66,delayed
blue dart,groceries,bike,express,east,hot,3.6,23.52,2,137.56,delayed
dhl,cosmetics,scooter,same day,north,clear,207.2,22.45,5,1203.35,delivered
blue dart,pharmacy,van,express,west,cold,230.1,13.63,2,1241.39,delayed
blue dart,clothing,bike,same day,north,hot,162.6,22.17,5,979.51,delivered
dhl,automobile parts,bike,two day,west,foggy,54.5,7.79,4,295.87,delivered
ecom express,furniture,ev van,same day,west,stormy,15.4,43.4,3,307.2,delivered
ecom express,pharmacy,van,two day,south,foggy,88.5,13.12,4,481.86,delivered
dhl,documents,ev bike,express,south,clear,116.4,16.51,3,681.53,delivered
fedex,electronics,ev van,same day,west,cold,142.7,32.06,5,909.68,delivered
ecom express,furniture,bike,express,central,hot,228.9,22.98,4,1263.44,delivered
